rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),97.17,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | Original | 16 | 97.17 | 93.24 | 94.95 | 55.91 | 76.96
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,MC3 (%),28.84,FP16,30.45,-1.61,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,%Truth,59.22,FP16,60.11,-0.89,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,%Info,23.74,FP16,27.46,-3.72,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,%T*I,14.05,FP16,16.51,-2.46,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,MC1 (%),35.57,GPTQ,36.32,-0.75,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,MC2 (%),65.63,GPTQ,56.71,8.92,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,MC3 (%),33.87,GPTQ,28.84,5.03,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,%Truth,60.42,GPTQ,59.22,1.2,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,%Info,28.45,GPTQ,27.46,0.99,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,%T*I,17.18,GPTQ,28.45,-11.27,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,MC1 (%),31.89,FP16,38.61,-6.72,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,MC2 (%),51.7,FP16,58.7,-7.0,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,MC3 (%),24.92,FP16,30.45,-5.53,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,%Truth,59.74,FP16,60.11,-0.37,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,%Info,44.17,FP16,27.46,16.71,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,%T*I,26.39,FP16,16.51,9.88,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,1x16,TruthfulQA,MC1 (%),34.3,AQLM-PV,31.89,2.41,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-1x16 | 2 | 34.30 | 64.40 | 32.58 | 60.79 | 53.04 | 32.24
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,1x16,TruthfulQA,MC2 (%),64.4,AQLM-PV,51.7,12.7,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-1x16 | 2 | 34.30 | 64.40 | 32.58 | 60.79 | 53.04 | 32.24
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,1x16,TruthfulQA,MC3 (%),32.58,AQLM-PV,24.92,7.66,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-1x16 | 2 | 34.30 | 64.40 | 32.58 | 60.79 | 53.04 | 32.24
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,1x16,TruthfulQA,%Truth,60.79,AQLM-PV,59.74,1.05,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-1x16 | 2 | 34.30 | 64.40 | 32.58 | 60.79 | 53.04 | 32.24
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,1x16,TruthfulQA,%Info,53.04,AQLM-PV,44.17,8.87,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-1x16 | 2 | 34.30 | 64.40 | 32.58 | 60.79 | 53.04 | 32.24
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,1x16,TruthfulQA,%T*I,32.24,AQLM-PV,26.39,5.85,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-1x16 | 2 | 34.30 | 64.40 | 32.58 | 60.79 | 53.04 | 32.24
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,TruthfulQA,MC1 (%),30.63,FP16,38.61,-7.98,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-2x8 | 2 | 30.63 | 49.53 | 24.38 | 56.21 | 29.11 | 16.36
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,TruthfulQA,MC2 (%),49.53,FP16,58.7,-9.17,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-2x8 | 2 | 30.63 | 49.53 | 24.38 | 56.21 | 29.11 | 16.36
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,TruthfulQA,MC3 (%),24.38,FP16,30.45,-6.07,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-2x8 | 2 | 30.63 | 49.53 | 24.38 | 56.21 | 29.11 | 16.36
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,TruthfulQA,%Truth,56.21,FP16,60.11,-3.9,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-2x8 | 2 | 30.63 | 49.53 | 24.38 | 56.21 | 29.11 | 16.36
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,TruthfulQA,%Info,29.11,FP16,27.46,1.65,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-2x8 | 2 | 30.63 | 49.53 | 24.38 | 56.21 | 29.11 | 16.36
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,TruthfulQA,%T*I,16.36,FP16,16.51,-0.15,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-2x8 | 2 | 30.63 | 49.53 | 24.38 | 56.21 | 29.11 | 16.36
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,2x8,TruthfulQA,MC1 (%),34.43,AQLM-PV,30.63,3.8,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-2x8 | 2 | 34.43 | 64.04 | 32.57 | 57.55 | 46.45 | 26.73
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,2x8,TruthfulQA,MC2 (%),64.04,AQLM-PV,49.53,14.51,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-2x8 | 2 | 34.43 | 64.04 | 32.57 | 57.55 | 46.45 | 26.73
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,2x8,TruthfulQA,MC3 (%),32.57,AQLM-PV,24.38,8.19,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-2x8 | 2 | 34.43 | 64.04 | 32.57 | 57.55 | 46.45 | 26.73
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,2x8,TruthfulQA,%Truth,57.55,AQLM-PV,56.21,1.34,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-2x8 | 2 | 34.43 | 64.04 | 32.57 | 57.55 | 46.45 | 26.73
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,2x8,TruthfulQA,%Info,46.45,AQLM-PV,29.11,17.34,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-2x8 | 2 | 34.43 | 64.04 | 32.57 | 57.55 | 46.45 | 26.73
RP49,LLaMA3.1-8B-Instruct,AQLM-PV+DoLa,2-bit,2x8,TruthfulQA,%T*I,26.73,AQLM-PV,16.36,10.37,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AQLM-PV-2x8 | 2 | 34.43 | 64.04 | 32.57 | 57.55 | 46.45 | 26.73
