RP_ID,Year,Author,Title,Venue,DOI,Contribution,Dataset,Data Size,Models Used,Evaluation Metrics,Key Results,Strengths,Limitations
RP31,2023,Zhang,H2O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models,NeurIPS 2023,arXiv:2306.14048,"H2O is a KV cache eviction policy that dynamically retains a balance of recent and Heavy-Hitter tokens, reducing KV cache memory while preserving accuracy and improving generation throughput up to 29x over leading inference systems.",Wiki-Text-103; COPA; MathQA; OpenBookQA; PiQA; RTE; Winogrande; XSUM; CNN/Daily Mail; AlpacaEval; MT-bench; PG-19; Penn Treebank; Amazon Review,"1000 test samples for HELM tasks (XSUM, CNN/Daily Mail); 5-shot evaluation for lm-eval-harness tasks; synthetic prompts of various lengths (512, 2048, 7000) for throughput tests",OPT-6.7B; OPT-13B; OPT-30B; OPT-66B; OPT-175B; OPT-1.3B; OPT-2.7B; LLaMA-7B; LLaMA-13B; GPT-NeoX-20B; GPT-2,Throughput speedup over FlexGen=3.0 (OPT-6.7B 16-bit Synthetic 512+32); Throughput speedup over DeepSpeed=29.0 (OPT-6.7B 16-bit Synthetic 512+32); Throughput speedup over Accelerate=29.0 (OPT-6.7B 16-bit Synthetic 512+32); Latency reduction vs FlexGen=1.9 (OPT-6.7B 16-bit Synthetic) | other metrics: Accuracy on downstream tasks; Generation throughput (token/s); Latency (seconds); Perplexity (PPL); Self-BLEU diversity,"H2O with 20% KV cache budget improves throughput up to 29x over DeepSpeed Zero-Inference, 29x over HuggingFace Accelerate, and 3x over FlexGen on OPT-6.7B and OPT-30B (T4 GPU) | On OPT-30B with 20% KV budget, H2O matches full-cache accuracy (PiQA 78.45 vs 78.51, COPA 84.00 vs 85.00, OpenBookQA 43.00 vs 43.20, Winogrande 69.06 vs 70.24) | H2O reduces latency by 1.1-1.9x compared to FlexGen on A100 (e.g., OPT-6.7B 2048+2048 batch-24: 99.5s to 53.5s) | Combining H2O with 4-bit quantization preserves accuracy on OPT-30B (COPA 84.00, OpenBookQA 43.20, PiQA 78.80) versus full FP16 (85.00, 43.20, 78.51) | Attention matrices in pre-trained LLMs are over 95% sparse at inference time, allowing up to 20x KV cache reduction","Reduces KV cache memory by 5x without accuracy drop across OPT, LLaMA, and GPT-NeoX from 6.7B to 175B parameters. | Provides theoretical guarantee via dynamic submodular maximization framework with near-optimal greedy bound. | Compatible with quantization: combining H2O with 4-bit weight quantization preserves accuracy and further reduces memory. | Extends LLM context to four million tokens with lower perplexity than StreamLLM.","Accumulated attention score may bias toward least recent tokens because older tokens accumulate more attention values. | Averaged attention score variant resulted in performance degradation versus accumulated score. | MLP block parameters still dominate memory cost; eviction does not reduce MLP overhead. | FlexGen 4-bit quantization is not optimally implemented, so combined throughput improvement is below 2x despite a 20x batch size increase."
RP32,2024,Belkhiter,HarmLevelBench: Evaluating Harm-Level Compliance and the Impact of Quantization on Model Alignment,arXiv preprint (Safe Generative AI Workshop @ NeurIPS 2024),,"Introduces HarmLevelBench, a dataset of 7 topics x 8 harm levels, and benchmarks 7 jailbreak attacks on Vicuna 13B v1.5 to study how AWQ and GPTQ quantization affect model alignment.",HarmLevelBench (proposed); Pruned AdvBench (used for comparison),56 queries (7 topics x 8 harm levels),Vicuna 13B v1.5; AWQ Vicuna 13B v1.5; GPTQ Vicuna 13B v1.5; Mixtral 7x8B (jailbreak attacker); GPT-3.5 turbo (judge),"Human ASR (PAIR)=94.6 (Vicuna-13B-v1.5 16-bit HarmLevelBench); Human ASR (AutoDAN)=100 (Vicuna-13B-v1.5 16-bit HarmLevelBench); String ASR (GCG)=100 (Vicuna-13B-v1.5 16-bit HarmLevelBench); String ASR (PAIR, Direct)=98.2 (Vicuna-13B-v1.5 4-bit HarmLevelBench) | other metrics: Human ASR (Attack Success Rate, human-annotated); String ASR (string-detection ASR); GPT Judge ASR (Full / Partial Compliance); HarmLevel-stratified ASR","On AWQ Vicuna 13B v1.5 direct attack, PAIR reaches 98.2 String ASR vs 92.9 on FP16 baseline | Transferred PAIR Human ASR drops from 94.6 (FP16) to 66.1 (AWQ) and 64.3 (GPTQ) | Transferred AutoDAN Human ASR drops from 100 (FP16) to 71.4 (AWQ) and 67.9 (GPTQ) | FP16 Vicuna 13B v1.5: AutoDAN reaches 100 Human ASR and GCG reaches 100 String ASR","Builds a fine-grained 7x8 harm-level dataset that lets jailbreak ASR be analysed by query severity, not just averaged. | Benchmarks 7 jailbreak techniques across three ASR metrics (Human, String, GPT Judge) on the same target model. | Compares AWQ and GPTQ side by side under both direct and transferred attacks, showing opposite safety trends. | Shows quantized models gain robustness against transferred attacks like PAIR and AutoDAN compared to the FP16 base.","Scope limited to specific jailbreaking techniques, so results may not generalise to other attacks or models. | Dataset only has around 56 queries, which limits statistical power and topic coverage. | Performance and accuracy trade-offs of quantization itself are not measured against the safety findings."
RP33,2023,Sheng,FlexGen: High-Throughput Generative Inference of Large Language Models with a Single GPU,ICML 2023 (PMLR 202),arXiv:2303.06865,"FlexGen is a high-throughput offloading engine that runs OPT-175B on a single 16GB GPU by aggregating GPU, CPU, and disk memory through linear-programming-based scheduling and 4-bit group-wise compression of weights and KV cache, reaching 1 token/s with effective batch size 144.","Lambada; WikiText; HELM (7 sub-scenarios); MMLU (HELM sub-scenario); wikifact (HELM sub-scenario); synthetic_reasoning (HELM sub-scenario); summarization_xsum (HELM sub-scenario); Data wrangling tasks (Narayan et al., 2022); Synthetic batched prompts (length 512 / 1024)","Synthetic prompts batched to lengths 512 or 1024 with 32 generated tokens; HELM uses 7 sub-scenarios totalling about 9,488 prompts run for 21 hours; data wrangling uses 65-200 sequences per task.",OPT-6.7B; OPT-30B; OPT-175B; OPT-IML-30B,Generation throughput (token/s)=1.0 (OPT-175B 16-bit T4 16GB); Speedup over baselines (max)=100.0 (OPT-175B 4-bit T4 16GB); Speedup over DeepSpeed (5000s latency)=40.0 (OPT-175B 16-bit T4 16GB); Speedup over baselines (12000s latency)=69.0 (OPT-175B 16-bit T4 16GB) | other metrics: Decoding throughput (token/s); Effective batch latency (s); Lambada accuracy; WikiText perplexity; Effective batch size,"FlexGen reaches 0.69 token/s on OPT-175B at prompt length 512, vs DeepSpeed 0.01 and Accelerate 0.01 (about 69x higher throughput on a single T4 16GB GPU) | With 4-bit group-wise compression, FlexGen reaches 1.12 token/s on OPT-175B (effective batch size 144), 100x higher max throughput than baselines | 4-bit group-wise quantization of weights and KV cache preserves accuracy: OPT-175B Lambada 0.756 (4-bit) vs 0.758 (FP16); WikiText PPL 10.94 (4-bit) vs 10.82 (FP16) | OPT-30B 4-bit: Lambada 0.724 vs 0.725 FP16; WikiText PPL 12.90 vs 12.72 FP16; 3-bit cannot preserve accuracy | Pipeline parallelism on 4 T4 GPUs gives super-linear decoding throughput: FlexGen(4) reaches 3.86 token/s decoding on OPT-175B vs 0.83 single-GPU","First system to run OPT-175B on a single 16GB commodity GPU at 1 token/s by aggregating GPU, CPU, and disk memory. | Compresses both weights and KV cache to 4 bits with group size 64 with negligible accuracy loss on OPT-175B (Lambada delta 0.002). | Linear-programming search finds offloading policies proven to be within 2x of I/O-optimal scheduling. | Open-source release with full reproducibility and HELM integration that benchmarks OPT-IML-30B in 21 hours.","GPU compute utilization is only 13% during decoding because I/O dominates throughput. | 3-bit quantization fails to preserve accuracy, so the method does not extend below 4 bits. | Diagonal block schedule is proven optimal but not implemented because of pre-allocated KV cache buffers. | Group-wise quantization adds compression overhead so CPU delegation must be disabled when quantization is on."
RP34,2024,Song,PowerInfer: Fast Large Language Model Serving with a Consumer-grade GPU,SOSP '24 (ACM Symposium on Operating Systems Principles),10.1145/3694715.3695964,"PowerInfer is a GPU-CPU hybrid LLM inference engine that exploits power-law neuron activation, preloading hot neurons to GPU and computing cold neurons on CPU, reaching up to 11.69x speedup over llama.cpp on a single RTX 4090.",Wikipedia; C4; ChatGPT prompts; Alpaca; Chatbot Arena; WikiText-2; PIQA; Winogrande; Arc-Challenge; MMLU; GSM8K; HumanEval,About 1M tokens used for activation profiling; predictors trained on Wikipedia general corpus; benchmark workloads sampled with input lengths 8-128 tokens (and 1.5K input length for long-context tests),OPT-7B; OPT-13B; OPT-30B; OPT-66B; OPT-175B; Bamboo-7B; Falcon(ReLU)-40B; LLaMA2(ReGLU)-7B; LLaMA2(ReGLU)-13B; LLaMA2(ReGLU)-70B; Qwen1.5-4B; LLaMA2(SwiGLU)-13B; Yi-34B,"Generation speed (tokens/s)=8.32 (Mixed (avg) 16-bit Alpaca + ChatGPT prompts); Speedup over llama.cpp=11.69 (Falcon(ReLU)-40B 16-bit PC-High (RTX 4090)); Generation speed (tokens/s)=13.2 (Mixed (avg) 4-bit PC-High (RTX 4090)); Speedup over llama.cpp=8.0 (Mixed (peak) 4-bit PC-Low (RTX 2080Ti)) | other metrics: tokens/s (generation throughput); Speedup (vs llama.cpp); Per-token generation latency (ms); P95 / P99 inter-token latency; Downstream task accuracy (PIQA, Winogrande, ARC-C, MMLU, GSM8K)","Up to 11.69x speedup over llama.cpp for Falcon-40B (FP16) on RTX 4090, average 7.23x across models | RTX 4090 reaches 82% of A100 token generation rate for OPT-30B (only 18% slower than A100) | INT4 quantized models reach 13.20 tokens/s average (peak 29.08) on PC-High, 2.89x avg speedup vs llama.cpp | Accuracy preserved: Falcon-40B average 56.23% vs Falcon-40B-PowerInfer 55.95% across PIQA/Winogrande/ARC-C/MMLU/GSM8K","Up to 11.69x faster than llama.cpp on consumer RTX 4090 while keeping accuracy across multiple LLM families. | Reaches 82% of A100 token generation speed for OPT-30B on a $2,000 RTX 4090 vs $20,000 A100. | Adaptive predictors keep predictor parameters at only ~6-7% of LLM size, freeing GPU memory. | Open-sourced and supports OPT, LLaMA2, Falcon families plus INT4 quantization on RTX 4090 and 2080Ti.",Speedup drops sharply on SwiGLU/SiLU models (only 1.47x-1.7x) due to lower activation sparsity. | Long-prompt short-output cases give limited gains (1.07x-4x) as prompt phase dilutes activation sparsity. | Speedup decreases as batch size grows beyond 32 because joint activations become denser. | On PC-Low (11GB GPU) gains are smaller than PC-High due to memory limits forcing more CPU work.
RP35,2024,Sun,FLATQUANT: Flatness Matters for LLM Quantization,International Conference on Machine Learning (ICML) 2025 / arXiv 2024,,"FLATQUANT is a post-training quantization method that learns fast affine transformations per linear layer using Kronecker-product matrices, flattening weights and activations and fusing transformation with quantization in a single kernel.",WikiText-2; C4; ARC-Challenge; ARC-Easy; HellaSwag; LAMBADA; PIQA; WinoGrande; MT-Bench; Pile (calibration ablation),"128 calibration sentences sampled from WikiText-2, each 2048 tokens, batch size 4, 15 epochs",LLaMA-2-7B; LLaMA-2-13B; LLaMA-2-70B; LLaMA-3-8B; LLaMA-3-70B; LLaMA-3.1-8B-Instruct; Qwen-2.5-7B-Instruct; Qwen-2.5-32B-Instruct; DeepSeek-V3-Base; DeepSeek-R1,Avg QA Accuracy Drop vs FP16 (W4A4)=0.94 (LLaMA-3-70B 4-bit WikiText-2); Prefill Speedup over FP16=2.3 (LLaMA-2-7B 4-bit RTX3090); Decoding Speedup over FP16=1.76 (LLaMA-2-7B 4-bit RTX3090); Perplexity=5.79 (LLaMA-2-7B 4-bit WikiText-2) | other metrics: Perplexity (WikiText-2); Perplexity (C4); Zero-shot accuracy (six commonsense QA tasks); Prefill speedup (x over FP16); Decoding speedup (x over FP16),LLaMA-3-70B at W4A4 (RTN) reaches WikiText-2 PPL 3.78 vs FP16 2.86 and surpasses SpinQuant by 7.5% accuracy | LLaMA-3-8B W4A4 (RTN) WikiText-2 PPL 6.98 vs FP16 6.14 (FLATQUANT-RTN best in row) | LLaMA-3-70B zero-shot QA W4A4 (RTN) average 79.01 vs FP16 79.95 (only 0.94% drop) | Up to 2.30x prefill speedup and 1.76x decoding speedup over FP16 on RTX 3090 at batch size 64,"Sets new SOTA for W4A4 quantization with less than 1% accuracy drop on LLaMA-3-70B, beating SpinQuant by 7.5%. | Kronecker-product affine transformations cut overhead — only 2.61% extra FLOPs and 3.41MB memory for LLaMA-2-7B. | Fused Triton kernel delivers up to 2.30x prefill and 1.76x decoding speedup on RTX 3090 over FP16. | Calibration takes only ~0.9 hours and 26GB on a single GPU for LLaMA-3-8B, far cheaper than QAT methods.","Numerical errors can occur within AMP for some models or extremely low bits, forcing slower full-precision training. | Decoding speedup falls below 1x for batch sizes under 16 because quantization overhead outweighs KV cache savings. | MT-Bench scores still trail FP16 in coding and STEM categories despite improvements over QuaRot. | Authors note 4-bit, not 3-bit, gives the best accuracy-efficiency trade-off so extreme low-bit gains are limited."
RP36,2024,Liu,SpinQuant: LLM Quantization with Learned Rotations,arXiv preprint (Meta),,"SpinQuant proposes learned rotation matrices, optimized on the Stiefel manifold via Cayley SGD, that remove activation/weight outliers in LLMs and enable accurate W4A4KV4 post-training quantization.",WikiText-2; BoolQ; PIQA; SIQA; HellaSwag; WinoGrande; ARC-easy; ARC-challenge; OBQA; C4; MMLU (5-shot); TLDR9+ (1-shot ROUGE-L),Rotation training: 800 samples from WikiText-2 (also tested with 128 samples). GPTQ calibration: 128 samples of length 2048 from WikiText-2.,LLaMA-2 7B; LLaMA-2 13B; LLaMA-2 70B; LLaMA-3.2 1B; LLaMA-3.2 3B; LLaMA-3 8B; Mistral-7B; LLaMA-3 70B,"Accuracy=64.0 (LLaMA-2-7B 4-bit Zero-shot CSR (8 tasks avg)); Accuracy gap to FP16=22.0 (LLaMA-2-7B 4-bit Zero-shot CSR (8 tasks avg)); Improvement over LLM-QAT=19.1 (LLaMA-2-7B 4-bit Zero-shot CSR (8 tasks avg)); Improvement over SmoothQuant=25.0 (LLaMA-2-7B 4-bit Zero-shot CSR (8 tasks avg)) | other metrics: WikiText-2 perplexity; Zero-shot accuracy on 8 commonsense reasoning tasks; Decoding latency (ms/token); Signal-to-Quantization-Noise Ratio (SQNR, dB); TTFT and TTIT (H100 GPU)","SpinQuant_had on LLaMA-2 7B at W4A4KV4 reaches 64.0 zero-shot avg, only 2.9 points below FP16 (66.9), surpassing LLM-QAT by 19.1 points | Learned rotation outperforms random Hadamard rotation by up to 16.2 points on Mistral-7B at W4A4KV4 (52.4 -> 68.6) | On MacBook M1 Pro CPU, LLaMA-3 8B at W4A8 (SpinQuant_no_had) decodes 58.88 ms/token vs 177.15 ms/token for FP16 (~3x speedup) | On LLaMA-3 70B at W4A4KV4, SpinQuant_had achieves 70.1 avg vs QuaRot+RTN 41.3 (improvement of 28.8 points)","Closes W4A4KV4 accuracy gap to only 2.9 points on LLaMA-2 7B, beating LLM-QAT by 19.1 and SmoothQuant by 25.0 points. | SpinQuant_no_had merges learned rotations into weights, needing no kernel changes at inference time. | Rotation training is fast: 13-30 minutes for small models and 3.5 hours for LLaMA-2 70B on a calibration set of 800 samples. | Achieves a roughly 3x decoding speedup on MacBook M1 Pro CPU at W4A8 over FP16 LLaMA-3 8B.","Random rotations show up to 13-point variance in zero-shot accuracy, motivating the costly rotation learning step. | SpinQuant_had adds online Hadamard rotations that introduce about 8% latency overhead at inference. | Layer-level SQNR sometimes worsens for one layer after rotation learning, suggesting non-uniform layer-wise effects."
RP37,2024,Alizadeh,LLM in a flash: Efficient Large Language Model Inference with Limited Memory,ACL 2024,arXiv:2312.11514,"LLM-in-a-flash stores model parameters in flash and selectively loads only the active subset to DRAM using windowing and row-column bundling, enabling LLMs up to 2x DRAM size with 4-5x CPU and 20-25x GPU speedups.",C4 (training and validation); Arc Easy; Arc Challenge; HellaSwag; MMLU; WikiText2 (perplexity),"Predictor trained on 10,000 C4 samples for 2 epochs (4 hours per predictor on A100); latency benchmarks use first 128 tokens as prompt + 256 generated tokens.",OPT 6.7B; Falcon 7B (sparsified/relufied); Phi-2 2.7B; Persimmon 8B; Llama 2 7B (sparsified with FATReLU),"Speedup over Naive (CPU)=4.75 (OPT-6.7B 16-bit M1 Max); Speedup over Naive (GPU)=26.4 (OPT-6.7B 16-bit M1 Max); I/O Latency (ms)=87 (OPT-6.7B 16-bit M1 Max); DRAM Usage (GB)=2.0 (OPT-7B (smartphone scenario) 4-bit Smartphone) | other metrics: Inference latency (ms per token); Throughput (GB/s) for flash to DRAM; Zero-shot accuracy (Arc Easy, Arc Challenge, HellaSwag); MMLU accuracy; Perplexity (WikiText2)","OPT 6.7B end-to-end CPU latency drops from 3182 ms (naive) to 669 ms with all techniques (4.76x speedup) on M1 Max | OPT 6.7B end-to-end GPU latency drops from 2218 ms (naive) to 84 ms (26x speedup) on RTX 4090 | I/O latency for OPT 6.7B 16-bit on M1 Max reduces from 2196 ms (no opt) to 87 ms with predictor+windowing+bundling (25x reduction); chunk-throughput rises from 1.25 to 2.25 GB/s with bundling | OPT 6.7B with low-rank predictor matches base on zero-shot tasks: Arc Easy 66.2 vs 66.1, Arc Challenge 30.6 vs 30.6, HellaSwag 49.8 vs 50.3 | Active neuron percentage is preserved under quantization: OPT 6.7B average 3.30% vs Quantized 3.27% (sparsity is quantization-invariant)","Enables running LLMs up to 2x device DRAM capacity by storing weights in flash and loading active subsets on demand. | Hardware-aware cost model that exploits flash sequential read advantage via row-column bundling, doubling chunk size and throughput. | Generalises across multiple architectures: OPT, Falcon, Phi-2, Persimmon, and Llama 2 all show 3-5x CPU speedups. | Low-rank activation predictor preserves zero-shot accuracy with only ~2-5% inference overhead and matches dense Arc/HellaSwag scores.","Sparse model has higher total energy consumption than dense due to longer per-token generation time, despite lower instantaneous power. | Limited to single-batch inference; multi-batch and prompt-processing scenarios are not optimised or evaluated. | Method depends on sparsified networks; requires relufication finetuning for non-ReLU models such as Falcon, Phi-2, Llama 2. | Co-activation bundling negative result: highly active neurons become closest friends of many, causing repeated loading."
RP38,2024,Liu,KIVI: A Tuning-Free Asymmetric 2bit Quantization for KV Cache,ICML 2024 (PMLR 235),,"KIVI is a tuning-free 2-bit KV cache quantization method that quantizes key cache per-channel and value cache per-token, giving 2.6x peak memory reduction and 2.35-3.47x throughput.",CoQA; TruthfulQA; GSM8K; Qasper; QMSum; MultiNews; TREC; TriviaQA; SAMSum; LCC; RepoBench-P; Needle-in-a-Haystack (NIAH); ShareGPT (efficiency workload),"ShareGPT workload: avg input prompt length 161, output length 338; LongBench max sequence length 8192 (Mistral) / 4096 (others)",Llama-2-7B; Llama-2-13B; Llama-2-7B-Chat; Llama-2-13B-Chat; Falcon-7B; Mistral-7B; Llama-3-8B-Instruct; Mistral-7B-Instruct-v0.2; LongChat-7B-v1.5-32K,"Peak memory reduction (x)=2.6 (Llama-2-7B 2-bit Peak memory (model+KV cache)); Max batch size increase (x)=4.0 (Llama-2-7B 2-bit ShareGPT workload (A100 80GB)); Throughput speedup (x) lower bound=2.35 (Llama-2-7B 2-bit ShareGPT workload (A100 80GB)); Throughput speedup (x) upper bound=3.47 (Llama-2-7B 2-bit ShareGPT workload (A100 80GB)) | other metrics: Exact match accuracy (CoQA / GSM8K); BLEU (TruthfulQA); F1 (Qasper, TriviaQA); ROUGE (QMSum, MultiNews, SAMSum); Classification score (TREC)",Llama-2-7B KIVI-2 vs FP16 on CoQA: 63.05 vs 63.88 (Δ -0.83); on GSM8K: 12.74 vs 13.50 | Llama-2-13B KIVI-2 on GSM8K: 20.77 vs FP16 22.67 (~2% drop) at 2-bit KV cache | KIVI delivers 2.6x peak memory reduction and 2.35x-3.47x throughput on Llama-2-7B (A100 80GB) | Mistral-7B KIVI-2 LongBench average 45.85 vs FP16 46.58 (Δ -0.73),"Tuning-free plug-and-play 2-bit KV cache quantization with little to no accuracy drop on Llama and Mistral. | Asymmetric design backed by analysis: key cache per-channel, value cache per-token, with empirical and theoretical justification. | Hardware-friendly CUDA / Triton kernels enable up to 4x larger batch and 2.35-3.47x throughput on A100. | Full-precision residual sliding window keeps recent tokens accurate, helping hard tasks like GSM8K.","Falcon-7B (multi-query attention) loses much accuracy at 2-bit; only 4-bit KIVI keeps quality there. | Quantization process is not yet fused with previous operations, leaving extra speedup unrealized. | Closed-end tasks like MMLU are not evaluated because they only have one decoding step."
RP39,2023,Ge,Model Tells You What to Discard: Adaptive KV Cache Compression for LLMs,ICLR 2024 (arXiv preprint 2023),arXiv:2310.01801,"FastGen is a plug-and-play adaptive KV cache compression method that profiles per-head attention structures and applies tailored eviction policies (special tokens, punctuation, locality, frequency) to reduce LLM inference memory without fine-tuning.",GSM8k; HumanEval; Natural Questions (NQ); TQA (Textbook Question Answering); AlpacaEval; LIMA (instruction-tuning data); Open Assistant (instruction-tuning data),AlpacaEval: 805 prompts; profiling and analysis on Llama 1-65B with random GSM8k samples; latency measured at sequence lengths up to 16384 tokens,LLaMA 1-7B; LLaMA 1-13B; LLaMA 1-30B; LLaMA 1-65B; Fine-tuned LLaMA 1 (LIMA + Open Assistant) at 7B/13B/30B/65B,"Attention map recovery (%)=95 (Llama 1-65B AlpacaEval); KV cache pruned ratio (%)=35 (Llama 1-65B AlpacaEval); KV cache pruned ratio (%)=50 (Llama 1-30B AlpacaEval); KV cache pruned ratio (%)=16.9 (Llama 1-7B AlpacaEval) | other metrics: F1 score (GSM8k, NQ, TQA); Pass@1 (HumanEval); GPT-4 win rate (AlpacaEval pairwise); KV cache memory footprint (GB); Pruned KV ratio (%)","FastGen recovers over 95% of attention scores while compressing 35% of the KV cache | On LLaMA 1-65B, FastGen prunes 44.9% of KV cache at win rate 45% vs 16.9% on LLaMA 1-7B at the same recovery ratio (95%) | LLaMA 1-65B KV cache memory drops from 21.5GB (Full) to 11.8GB (FastGen) at 95% recovery, a 45% memory reduction | End-to-end latency on LLaMA 1-7B (V100): up to 55.0% latency reduction over Hugging Face FP16 baseline at generation length 16k (799.14s to 359.83s, batch=1) | Profiling overhead is at most 0.35% of total generation time and drops to 0.07% at generation length 1024","Plug-and-play: requires no fine-tuning or retraining, making it cheap to deploy on extra-large LLMs. | Adapts compression policy per attention head, beating fixed-policy baselines like H2O and Scissorhands at matched compression. | Compression ratio scales with model size: 65B saves about 45% memory while 7B saves about 20% at the same recovery target. | Profiling overhead is negligible (<=0.35% of total generation time and 0.78% extra memory for cumulative attention scores).","Does not integrate with grouped-query attention (so LLaMA 2-chat is excluded), limiting modern model coverage. | Custom sparsity kernel is not yet competitive with full-stack systems like DeepSpeed and needs further engineering. | Compression ratio for smaller models (7B/13B) is modest (about 16-20%) before quality drops. | Method assumes attention structure is stable across decoding steps; deviations could break the one-shot profiling assumption."
RP40,2023,Dettmers,QLORA: Efficient Finetuning of Quantized LLMs,NeurIPS 2023,arXiv:2305.14314,"QLORA is an efficient finetuning method that backpropagates gradients through a frozen 4-bit quantized model into LoRA adapters, enabling 65B-parameter finetuning on a single 48GB GPU while preserving 16-bit performance through NF4, Double Quantization, and Paged Optimizers.","GLUE; Super-NaturalInstructions; MMLU; FLAN v2; Alpaca; Self-Instruct; Unnatural Instructions; OASST1; HH-RLHF; Chip2; Longform; Vicuna benchmark (80 prompts); OpenAssistant validation (953 queries); Pile Common Crawl; Winogrande, HellaSwag, PiQA, ARC-Easy, ARC-Challenge (zero-shot); CrowS (bias evaluation)","9,209 OASST1 top-of-tree examples for Guanaco; >1,000 finetuned models trained across 8 datasets ranging from 9k to 240k examples",LLaMA-7B; LLaMA-13B; LLaMA-33B; LLaMA-65B; RoBERTa-large; T5-80M; T5-250M; T5-780M; T5-3B; T5-11B; OPT (125M-13B); BLOOM (125M-13B); Pythia (125M-13B); Guanaco-7B/13B/33B/65B (released),Performance vs ChatGPT (%)=99.3 (Guanaco-65B 4-bit Vicuna); GPU Memory Required (GB)=48 (Guanaco-65B 4-bit 65B LLaMA finetuning); Mean Perplexity=27.41 (OPT/BLOOM/LLaMA/Pythia 125M-13B 4-bit Pile Common Crawl); 5-shot Accuracy=61.8 (LLaMA-65B 4-bit Alpaca / MMLU) | other metrics: Perplexity (Pile Common Crawl mean PPL); Mean zero-shot accuracy; 5-shot MMLU accuracy; GLUE accuracy; RougeL (Super-NaturalInstructions),"QLORA NF4+DQ matches BFloat16 mean MMLU 5-shot accuracy on LLaMA 7B-65B (53.1 vs 53.0); FP4 lags by ~1 point (52.2) | NF4+DQ achieves Pile-CC mean PPL 27.41 vs FP4-E2M1 31.07, FP4-E3M0 29.48, Int4 34.34 (lowest of all 4-bit types) | QLORA reduces 65B finetuning memory from >780GB to <48GB while matching 16-bit baseline performance | Guanaco-65B reaches 99.3% of ChatGPT performance on Vicuna benchmark (95% CI 4.4%) using only 41GB and 24h of single-GPU training | Guanaco-65B has CrowS average bias score 43.5 vs LLaMA-65B 66.6, GPT-3 67.2, OPT-175B 69.5, indicating lower bias after OASST1 finetuning | Double Quantization saves 0.373 bits/parameter (32/64=0.5 to 8/64+32/(64*256)=0.127), about 3GB on a 65B model","First method to finetune a 65B model on a single 48GB GPU while matching 16-bit full-finetuning quality. | Introduces NF4, an information-theoretically optimal 4-bit data type for normal weights, beating FP4 and Int4 on PPL and accuracy. | Double Quantization saves 0.37 bits per parameter without measurable accuracy loss. | Paged Optimizers prevent OOM during gradient checkpointing for long sequences, enabling stable single-GPU training at 33B/65B. | Open-source release of all code, CUDA kernels, and 32 finetuned adapters across model sizes and datasets.","Did not establish that QLORA matches full 16-bit finetuning at 33B and 65B scales due to compute cost. | Evaluation limited to MMLU, Vicuna, OA; no BigBench, RAFT, or HELM coverage. | Responsible AI assessment is limited to CrowS bias scores; other safety axes not evaluated. | Did not test 3-bit base models or alternative PEFT adapters, leaving aggressive-quantization performance frontier open."
